what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321571805863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571815239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571816253
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321571819418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571819496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571825114
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321571826133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321571828286
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571841686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571843090
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321571845363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571845426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571850399
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321571854597
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321571862030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571862077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571869345
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321571870033
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321571877162
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321571883137
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571889673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571891046
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321571893222
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571893254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571928547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571931855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321571932916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572161250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572161828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572164653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572174112
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572176017
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572176063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321572209843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572210077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572239149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572284577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321572324248
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321572340160
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572341845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321572377257
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321572380666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572380713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572388502
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572390312
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321572397240
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572397271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572404288
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572405552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572410700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572411933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572419140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572419920
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321572422440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572422486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572428982
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572430184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321572438951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321572441790
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572445394
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572446361
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572447484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321572452320
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321572453662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321572470697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321572470869
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321572471274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572509463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572510337
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321572513262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572513387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572521611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572524716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321572526183
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321574146736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321574147980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577682869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577696782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577702357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577705792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577743771
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321577747038
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321577747146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577751275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577753690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577756764
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321577759745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321577759774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578154474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321578155602
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321578155651
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578187390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578188264
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321578193404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578193425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578234102
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321578236172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578269622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578270580
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321578273158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578273181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578313747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578315852
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578320873
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321578569478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578605571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578606465
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578653648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578661974
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321578662106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578665117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578898537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321578932209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321579035094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321579131496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584223815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584232023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584328825
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584329699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321584432207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321584434058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321584608968
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584612593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584638266
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584639398
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321584641900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584641926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584650424
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584651638
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584652104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584678708
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1321584678792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584692673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584718138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584718921
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321584721696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584721843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584732506
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584740477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321584764920
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584828406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584829826
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321584832599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584832694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584851615
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584854310
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321584868433
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321584870666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321584874259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321584877709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584899223
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584900113
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321584902248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584902310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584936202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584939362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321584941598
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321584944546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321584952914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584954787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584955726
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321584958550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584958698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321584986736
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321584987908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321585000544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321585002098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321585009055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321585009809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321585020227
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585044051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585045215
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585047489
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585047514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585111984
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585123019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585198667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585329386
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585332547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585332639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585345783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585347899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585378384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585383307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585540075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585540594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585591957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585595124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585618601
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585619356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321585727239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321585728769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321585729983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585742971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585744436
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585746994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585747019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585749163
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585751027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321585755510
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321585758306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321585760606
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321585762049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585768768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585770101
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585772387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585772419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585774910
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585779854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585784047
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585784942
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585787183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585787264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585789313
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585790296
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585887270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585887294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585898774
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585903927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585930077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585931486
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585933710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585933736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585937133
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585938759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585958983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585960357
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321585962754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585962838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585973863
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321585980305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585996411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321585997388
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321586000004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586000038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586008095
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321586009887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321586011517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586038407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586039463
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321586041931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586041976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321586045737
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321586047097
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321586074529
