what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587749242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587751563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587758000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587776776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587787995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587791028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587817798
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587822426
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587837728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587840421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587848871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587849840
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587852230
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587852267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587854510
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587855815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587880310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587881730
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587883945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587883974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587887379
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587890355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587907511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587907684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587907938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587908047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587908313
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587908501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587908671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587911960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587915854
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587917320
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587919691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587919709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587923161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587925069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587930549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587931613
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587933860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587933987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587936345
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587938543
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587943557
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587944760
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587946869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587946905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587949752
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587952282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587966829
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587967219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321587967380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587974862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587975981
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587978296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587978414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587982340
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321587983961
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587987079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587988049
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321587990220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587990268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321587996369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321588000439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321588001727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321588014376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321588093104
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1321628001757
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1321628001772
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1321628001772
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1321628001788
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1321628001819
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1321628001835
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1321628001835
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1321628001835
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1321628001850
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1321628001850
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1321628001850
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1321628001850
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1321628001866
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1321628001866
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1321628001866
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1321628001882
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1321628001882
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1321628001913
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1321628001975
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1321628001975
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1321628001991
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1321628002084
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1321628002100
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1321628002100
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1321628002116
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1321628002131
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1321628002178
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1321628002194
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1321628002194
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1321628002209
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1321628002225
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1321628002225
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1321628002240
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1321628002240
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1321628002256
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1321628002256
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1321628002272
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1321628002365
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1321628002365
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1321628002381
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1321628002381
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1321628002396
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1321628002506
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1321628002506
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1321628002521
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1321628002521
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1321628002521
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1321628002521
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1321628002521
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1321628002537
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1321628002537
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1321628002599
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1321628002599
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1321628002599
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1321628002615
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1321628002615
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1321628002615
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1321628002630
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1321628002630
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1321628002958
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1321628002974
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1321628002974
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1321628002989
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1321628002989
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1321628002989
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1321628002989
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1321628003036
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1321628003036
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1321628003052
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321628003052
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321628003067
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321628003098
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321628003130
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1321628003130
os,sysinfo,,,"win32",1321628003161
arch,sysinfo,,,"x86",1321628003161
ws,sysinfo,,,"win32",1321628003161
locale,sysinfo,,,"en_US",1321628003161
processors,sysinfo,,,"2",1321628003161
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321628003161
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1321628003161
java.specification.name,sysinfo,,,"Java Platform API Specification",1321628003161
java.specification.vendor,sysinfo,,,"Oracle Corporation",1321628003161
java.specification.version,sysinfo,,,"1.7",1321628003161
java.vendor,sysinfo,,,"Oracle Corporation",1321628003161
java.version,sysinfo,,,"1.7.0_01",1321628003161
java.vm.info,sysinfo,,,"mixed mode",1321628003161
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1321628003161
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321628003161
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1321628003161
java.vm.specification.version,sysinfo,,,"1.7",1321628003161
java.vm.vendor,sysinfo,,,"Oracle Corporation",1321628003161
java.vm.version,sysinfo,,,"21.1-b02",1321628003161
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1321628003878
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1321628005922
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1321628005969
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1321628006125
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1321628006296
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1321628006343
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1321628006484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321628476205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321628912319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321628914742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321628955704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321628970777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321629024512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321629027445
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321631191531
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1321631193315
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1321631194566
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1321631194949
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1321631197143
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321631201229
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321631201399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321631202065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321631376614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321631379862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321631808103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321659686573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321661995856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321662005214
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321671692338
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321671701310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321675250141
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321675268122
